Country,Density(P/Km2),Armed Forces,GDP,Labor force participation(%),Unemployment rate,Total tax rate,CPI,Self-paid Health,Birth Rate,Forested Area(%),Agricultural Land(%),Primary educ. enr.(%),Cluster
Afghanistan,0.379737597147916,0.8499777368057303,0.2744774669499419,0.2233606557377048,0.3926664293342827,0.6449643947100714,0.12418715775880407,0.9580602883355177,0.6575100806451615,0.021363173957273655,0.701219512195122,0.5229244114002477,medium_rich
Albania,0.4493961534933214,0.6100807291775633,0.25140388559392735,0.36270491803278704,0.4357422570309719,0.29094608341810785,0.05510551423667631,0.6762778505897772,0.13558467741935482,0.2858596134282808,0.5182926829268293,0.5600991325898389,medium_rich
Algeria,0.23269220638110402,0.8487213723041745,0.5003129579287808,0.06557377049180335,0.413314346742613,0.5910478128179044,0.12709553274417185,0.2988204456094365,0.45060483870967744,0.008138351983723298,0.2048780487804878,0.5960346964064437,medium_rich
Angola,0.27699081254325164,0.7819366296098317,0.43980376926018216,0.8094262295081969,0.24207903168387326,0.41810783316378436,0.2916769460257258,0.3682830930537353,0.8651713709677418,0.47100712105798576,0.5719512195121952,0.6406443618339529,medium_poor
Argentina,0.22587627882136155,0.7746859138308156,0.6008111471518256,0.4774590163934427,0.3453186187255251,1.0,0.25637489726084217,0.16120576671035391,0.26764112903225806,0.09969481180061039,0.6548780487804878,0.5935563816604709,rich
Armenia,0.44820122557519226,0.7236199420100451,0.23993525882577904,0.360655737704918,0.6016375934496262,0.14852492370295017,0.07957454723209545,0.9999999999999999,0.19128024193548387,0.1190233977619532,0.7109756097560975,0.3828996282527882,medium_rich
Australia,0.03626633882784569,0.7349181855793798,0.7176031951151103,0.5635245901639345,0.1844072623709505,0.4008138351983723,0.05698667250871359,0.18741808650065533,0.15625,0.16581892166836218,0.5804878048780489,0.4770755885997521,rich
Austria,0.45406572256978517,0.6668491202331349,0.6000388938412908,0.4651639344262295,0.16304734781060876,0.4415055951169888,0.0526043094166635,0.1651376146788991,0.08316532258064513,0.47711088504577825,0.3878048780487805,0.5117719950433705,rich
Azerbaijan,0.4691683352121324,0.7581198626755803,0.3487682470018507,0.584016393442623,0.19295122819508723,0.33265513733468977,0.13677195872516168,0.9606815203145479,0.19153225806451613,0.1434384537131231,0.6963414634146342,0.46964064436183406,medium_rich
The Bahamas,0.3265393143065848,0.4629166442607048,0.23333817983601834,0.75,0.3656105375578498,0.2624618514750763,0.04789985830016974,0.29488859764089126,0.19077620967741937,0.5228891149542217,0.009756097560975608,0.24287484510532853,poor
Bahrain,0.8339910546019811,0.6601434286876727,0.3470868513098888,0.7254098360655739,0.02207191171235315,0.059003051881993895,0.05140957898594678,0.25950196592398433,0.19128024193548387,0.008138351983723298,0.12804878048780488,0.46592317224287483,rich
Bangladesh,0.7620572567020265,0.8245503759630941,0.5598809914046377,0.430327868852459,0.14595941616233538,0.25839267548321465,0.17858948773874794,0.8715596330275229,0.296875,0.11190233977619532,0.8536585365853658,0.6778190830235439,medium_rich
Barbados,0.6816494399281827,0.4629166442607048,0.14023767602246195,0.557377049180328,0.36454254182983276,0.2807731434384537,0.09075739154175877,0.5229357798165138,0.10710685483870969,0.14954221770091555,0.27682926829268295,0.46592317224287483,rich
Belgium,0.6116661078481503,0.6950711591957166,0.6177165258600041,0.319672131147541,0.19579921680313278,0.4821973550356053,0.050184531580354186,0.16120576671035391,0.09828629032258068,0.22990844354018314,0.5365853658536586,0.5216852540272615,rich
Belize,0.22587627882136155,0.5093270455822672,0.03493018853608598,0.555327868852459,0.22499110003559988,0.23499491353001017,0.019441034473570706,0.2280471821756226,0.3626512096774193,0.607324516785351,0.07804878048780489,0.6183395291201982,poor
Benin,0.4529144456048262,0.6293548192706706,0.24522213200005938,0.6741803278688527,0.07618369526521894,0.41607324516785354,0.03335725715898352,0.4613368283093054,0.7515120967741935,0.38453713123092575,0.398780487804878,0.7459727385377942,medium_poor
Bhutan,0.2453091226461889,0.582916523877911,0.06216960429568408,0.5881147540983607,0.08009967960128159,0.27772126144455744,0.15693469068449484,0.19003931847968547,0.2736895161290323,0.7375381485249237,0.15853658536585366,0.47459727385377926,poor
Bolivia,0.17476174509947154,0.7484687244576853,0.35312389427641344,0.6926229508196722,0.12139551441794233,0.770091556459817,0.12100786298543742,0.2699868938401049,0.3868447580645162,0.5116988809766022,0.4170731707317073,0.45105328376703835,poor
Botswana,0.06439669665737752,0.6100807291775633,0.27027818164897166,0.6721311475409837,0.6443574225703098,0.17395727365208546,0.12388675958695439,0.0,0.46421370967741943,0.19226856561546288,0.5487804878048781,0.5130111524163569,medium_poor
Brazil,0.2722331176669769,0.9046124487108504,0.7463654534144664,0.5307377049180328,0.4268422926308295,0.5808748728382502,0.15732955124413106,0.3014416775884666,0.18951612903225806,0.5991861648016277,0.40609756097560973,0.664188351920694,rich
Brunei,0.4200708677456604,0.6021896835811533,0.23838698689981186,0.5471311475409837,0.3214667141331435,0.0,0.0,0.009174311926605505,0.21421370967741937,0.7334689725330621,0.025609756097560978,0.5130111524163569,poor
Bulgaria,0.38774434804624447,0.6929439257480327,0.4299184769869262,0.35655737704918034,0.1512993948024208,0.20651068158697866,0.043225671090449724,0.5557011795543906,0.06300403225806453,0.36012207527975587,0.5573170731707316,0.3407682775712514,rich
Burkina Faso,0.40910186973723495,0.6235251858133716,0.2545192760980597,0.5819672131147542,0.21965112139551443,0.3387589013224822,0.02197857673120085,0.4036697247706423,0.7946068548387097,0.19633774160732453,0.5317073170731708,0.4250309789343246,medium_poor
Burundi,0.6355227021115982,0.6929439257480327,0.08365690555815686,0.8442622950819674,0.04770380918476326,0.33774160732451686,0.18262474563618403,0.18086500655308002,0.8218245967741935,0.11088504577822991,0.9585365853658537,0.7385377942998762,medium_poor
Ivory Coast,0.4200708677456604,0.6836875718975225,0.3906252480336554,0.389344262295082,0.1149875400498398,0.42828077314343854,0.03578099790317024,0.4023591087811272,0.7394153225806452,0.33265513733468977,0.7829268292682927,0.47087980173482025,medium_poor
Cape Verde,0.48356387629310615,0.4629166442607048,0.04040180285667905,0.46106557377049184,0.43289426842292633,0.30010172939979657,0.03278890816508806,0.23460026212319796,0.32988911290322576,0.2288911495422177,0.23170731707317074,0.5229244114002477,poor
